Exercício: 2015
Período: 1o. bimestre
Escopo: Municípios
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita realizada total (últimos 12 meses)
Instituição;Cod.IBGE;UF;População;Conta;Valor
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;Outras Transferências Correntes;88884073,02
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;Outras Receitas Correntes;22129650,05
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;DEDUÇÕES (II);46606689,66
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;Contrib. do Servidor para o Plano de Previdência;10598643,88
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;Compensações Financ. entre Regimes Previdência;466640,72
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;Dedução de Receita para Formação do FUNDEB;35541405,06
Prefeitura Municipal de Caruaru - PE;2604106;PE;342328;RECEITA CORRENTE LÍQUIDA (III) = (I - II);472279324,01
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;RECEITAS CORRENTES (I);53462893,65
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Receita Tributária;1886886,12
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;IPTU;22984,33
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;ISS;1040742,30
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;ITBI;52377,55
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;IRRF;622190,84
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Outras Receitas Tributárias;148591,10
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Receita de Contribuições;1260386,06
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Receita Patrimonial;777641,10
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Receita de Serviços;172680,75
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Transferências Correntes;49318322,33
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Cota-Parte do FPM;16868703,61
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Cota-Parte do ICMS;6285011,85
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Cota-Parte do IPVA;737127,99
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Cota-Parte do ITR;1630,57
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Transferências da LC 87/1996;11847,10
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Transferências da LC 61/1989;16802,61
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Transferências do FUNDEB;17254662,97
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Outras Transferências Correntes;8142535,63
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Outras Receitas Correntes;46977,29
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;DEDUÇÕES (II);5453655,64
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Contrib. do Servidor para o Plano de Previdência;812888,55
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;Dedução de Receita para Formação do FUNDEB;4640767,09
Prefeitura Municipal de Trindade - PE;2615607;PE;29182;RECEITA CORRENTE LÍQUIDA (III) = (I - II);48009238,01
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;RECEITAS CORRENTES (I);23715726,78
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Receita Tributária;313571,36
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;IPTU;6791,10
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;ISS;171256,84
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;ITBI;45788,49
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;IRRF;74765,14
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Outras Receitas Tributárias;14969,79
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Receita de Contribuições;1184020,95
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Receita Patrimonial;340451,69
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Receita de Serviços;170,00
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Transferências Correntes;21764240,31
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Cota-Parte do FPM;7229444,44
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Cota-Parte do ICMS;2767531,01
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Cota-Parte do IPVA;79866,33
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Cota-Parte do ITR;2832,62
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Transferências da LC 87/1996;5392,30
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Transferências da LC 61/1989;6612,11
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Transferências do FUNDEB;7338018,76
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Outras Transferências Correntes;4334542,74
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Outras Receitas Correntes;113272,47
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;DEDUÇÕES (II);3000989,54
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Contrib. do Servidor para o Plano de Previdência;1044166,81
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;Dedução de Receita para Formação do FUNDEB;1956822,73
Prefeitura Municipal de Brejão - PE;2602407;PE;8997;RECEITA CORRENTE LÍQUIDA (III) = (I - II);20714737,24
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;RECEITAS CORRENTES (I);365502011,63
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Receita Tributária;84845798,54
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;IPTU;44718999,54
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;ISS;20693768,23
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;ITBI;3901739,90
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;IRRF;4966362,94
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Outras Receitas Tributárias;10564927,93
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Receita de Contribuições;13214482,18
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Receita Patrimonial;5807551,92
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Receita de Serviços;40277421,09
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Transferências Correntes;194196764,54
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Cota-Parte do FPM;35757897,73
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Cota-Parte do ICMS;59800159,50
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Cota-Parte do IPVA;22215312,73
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Cota-Parte do ITR;222090,35
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Transferências da LC 87/1996;252773,70
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Transferências da LC 61/1989;506923,19
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Transferências do FUNDEB;40135938,46
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Outras Transferências Correntes;35305668,88
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Outras Receitas Correntes;27159993,36
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;DEDUÇÕES (II);32989725,10
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Contrib. do Servidor para o Plano de Previdência;8240035,58
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Compensações Financ. entre Regimes Previdência;996878,10
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;Dedução de Receita para Formação do FUNDEB;23752811,42
Prefeitura Municipal de Catanduva - SP;3511102;SP;118853;RECEITA CORRENTE LÍQUIDA (III) = (I - II);332512286,53
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;RECEITAS CORRENTES (I);490851146,39
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Receita Tributária;52579094,58
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;IPTU;2556134,11
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;ISS;40123487,46
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;ITBI;83351,71
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;IRRF;9026864,25
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Outras Receitas Tributárias;789257,05
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Receita de Contribuições;5325552,39
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Receita Patrimonial;8256548,47
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Transferências Correntes;423245314,18
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Cota-Parte do FPM;19624487,75
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Cota-Parte do ICMS;316639855,60
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Cota-Parte do IPVA;749951,27
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Cota-Parte do ITR;9030,10
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Transferências da LC 87/1996;29763,00
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Transferências da LC 61/1989;4189454,16
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Transferências do FUNDEB;24479051,42
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Outras Transferências Correntes;57523720,88
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Outras Receitas Correntes;1444636,77
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;DEDUÇÕES (II);72573440,59
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Contrib. do Servidor para o Plano de Previdência;5325552,39
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;Dedução de Receita para Formação do FUNDEB;67247888,20
Prefeitura Municipal de São Francisco do Conde - BA;2929206;BA;38838;RECEITA CORRENTE LÍQUIDA (III) = (I - II);418277705,80
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;RECEITAS CORRENTES (I);78354046,41
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Receita Tributária;7330664,91
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;IPTU;238686,10
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;ISS;3486831,01
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;ITBI;1654871,83
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;IRRF;482076,71
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Outras Receitas Tributárias;1468199,26
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Receita de Contribuições;1449608,56
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Receita Patrimonial;2021255,70
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Receita de Serviços;1783672,95
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Transferências Correntes;64974518,08
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Cota-Parte do FPM;9730373,69
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Cota-Parte do ICMS;42266956,55
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Cota-Parte do IPVA;646212,80
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Cota-Parte do ITR;33024,27
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Transferências da LC 87/1996;19204,62
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Transferências do FUNDEB;4229072,63
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Outras Transferências Correntes;8049673,52
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Outras Receitas Correntes;794326,21
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;DEDUÇÕES (II);10846082,36
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Contrib. do Servidor para o Plano de Previdência;540309,53
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;Dedução de Receita para Formação do FUNDEB;10305772,83
Prefeitura Municipal de Alto Araguaia - MT;5100300;MT;17168;RECEITA CORRENTE LÍQUIDA (III) = (I - II);67507964,05
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;RECEITAS CORRENTES (I);16047264,26
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Receita Tributária;771397,11
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;IPTU;68454,34
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;ISS;533450,43
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;ITBI;31865,00
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;IRRF;120087,59
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Outras Receitas Tributárias;17539,75
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Receita Patrimonial;89499,97
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Transferências Correntes;15070227,67
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Cota-Parte do FPM;6590702,27
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Cota-Parte do ICMS;3042861,87
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Cota-Parte do IPVA;205064,20
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Cota-Parte do ITR;30073,03
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Transferências da LC 87/1996;12899,30
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Transferências da LC 61/1989;35684,60
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Transferências do FUNDEB;1373497,44
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Outras Transferências Correntes;3779444,96
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Outras Receitas Correntes;116139,51
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;DEDUÇÕES (II);1373497,44
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;Dedução de Receita para Formação do FUNDEB;1373497,44
Prefeitura Municipal de Redenção da Serra - SP;3542305;SP;3941;RECEITA CORRENTE LÍQUIDA (III) = (I - II);14673766,82
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;RECEITAS CORRENTES (I);20576647,24
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Receita Tributária;1325699,26
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;IPTU;282265,29
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;ISS;679997,89
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;ITBI;173384,03
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;IRRF;120521,76
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Outras Receitas Tributárias;69530,29
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Receita Patrimonial;232336,34
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Receita de Serviços;512979,93
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Transferências Correntes;18319376,37
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Cota-Parte do FPM;6310217,25
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Cota-Parte do ICMS;6927157,85
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Cota-Parte do IPVA;842713,75
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Cota-Parte do ITR;156736,03
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Transferências da LC 87/1996;37417,47
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Transferências do FUNDEB;968501,64
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Outras Transferências Correntes;3076632,38
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Outras Receitas Correntes;186255,34
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;DEDUÇÕES (II);968501,64
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;Dedução de Receita para Formação do FUNDEB;968501,64
Prefeitura Municipal de Herculândia - SP;3519006;SP;9217;RECEITA CORRENTE LÍQUIDA (III) = (I - II);19608145,60
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;RECEITAS CORRENTES (I);57932537,36
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Receita Tributária;4098420,27
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;IPTU;335680,66
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;ISS;1721531,24
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;ITBI;933283,15
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;IRRF;824772,00
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Outras Receitas Tributárias;283153,22
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Receita de Contribuições;2209977,81
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Receita Patrimonial;2443772,04
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Receita de Serviços;1065193,62
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Transferências Correntes;45562150,18
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Cota-Parte do FPM;14043754,23
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Cota-Parte do ICMS;13774765,37
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Cota-Parte do IPVA;829512,02
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Cota-Parte do ITR;718360,86
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Transferências da LC 87/1996;92728,30
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Transferências da LC 61/1989;207482,74
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Transferências do FUNDEB;8528068,01
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Outras Transferências Correntes;7367478,65
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Outras Receitas Correntes;2553023,44
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;DEDUÇÕES (II);7756598,79
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Contrib. do Servidor para o Plano de Previdência;1999991,47
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Compensações Financ. entre Regimes Previdência;335009,19
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;Dedução de Receita para Formação do FUNDEB;5421598,13
Prefeitura Municipal de Encruzilhada do Sul - RS;4306908;RS;25647;RECEITA CORRENTE LÍQUIDA (III) = (I - II);50175938,57
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;RECEITAS CORRENTES (I);38598078,89
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Receita Tributária;809647,12
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;IPTU;6167,34
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;ISS;546628,95
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;ITBI;16300,00
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;IRRF;226878,33
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Outras Receitas Tributárias;13672,50
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Receita Patrimonial;242251,04
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Receita de Serviços;570,00
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Transferências Correntes;37535708,88
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Cota-Parte do FPM;14346863,21
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Cota-Parte do ICMS;3722828,91
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Cota-Parte do IPVA;101344,74
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Cota-Parte do ITR;19971,45
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Transferências da LC 87/1996;13260,00
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Transferências da LC 61/1989;49075,33
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Transferências do FUNDEB;12473296,71
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Outras Transferências Correntes;6809068,53
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Outras Receitas Correntes;9901,85
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;DEDUÇÕES (II);3518806,38
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;Dedução de Receita para Formação do FUNDEB;3518806,38
Prefeitura Municipal de Malhada - BA;2920205;BA;17416;RECEITA CORRENTE LÍQUIDA (III) = (I - II);35079272,51
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;RECEITAS CORRENTES (I);87102789,46
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Receita Tributária;10710843,01
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;IPTU;10710843,01
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Receita de Contribuições;369084,19
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Receita Patrimonial;680327,36
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Transferências Correntes;75190647,10
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Cota-Parte do FPM;23911438,74
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Cota-Parte do ICMS;14214534,13
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Cota-Parte do IPVA;412823,85
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Cota-Parte do ITR;21008,73
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Transferências da LC 87/1996;1170484,07
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Transferências da LC 61/1989;46533,10
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Transferências do FUNDEB;20833244,41
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Outras Transferências Correntes;14580580,07
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Outras Receitas Correntes;151887,80
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;DEDUÇÕES (II);7714257,62
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;Dedução de Receita para Formação do FUNDEB;7714257,62
Prefeitura Municipal de Maragogipe - BA;2920601;BA;45928;RECEITA CORRENTE LÍQUIDA (III) = (I - II);79388531,84
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;RECEITAS CORRENTES (I);14495649,01
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Receita Tributária;1114837,74
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;IPTU;14508,35
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;ISS;790053,40
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;ITBI;232640,79
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;IRRF;67066,05
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Outras Receitas Tributárias;10569,15
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Receita de Contribuições;270085,45
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Receita Patrimonial;43778,10
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Receita de Serviços;23491,02
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Transferências Correntes;13033047,84
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Cota-Parte do FPM;6352527,20
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Cota-Parte do ICMS;3303102,78
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Cota-Parte do IPVA;54423,61
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Cota-Parte do ITR;180886,63
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Transferências da LC 87/1996;5217,70
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Transferências do FUNDEB;1447547,47
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Outras Transferências Correntes;1689342,45
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Outras Receitas Correntes;10408,86
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;DEDUÇÕES (II);2201303,16
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Contrib. do Servidor para o Plano de Previdência;270085,45
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;Dedução de Receita para Formação do FUNDEB;1931217,71
Prefeitura Municipal de Bonópolis - GO;5203575;GO;3916;RECEITA CORRENTE LÍQUIDA (III) = (I - II);12294345,85
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;RECEITAS CORRENTES (I);31615540,93
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Receita Tributária;1360074,38
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;IPTU;22558,66
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;ISS;836880,13
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;ITBI;16746,59
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;IRRF;216502,36
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Outras Receitas Tributárias;267386,64
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Receita de Contribuições;137790,36
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Receita Patrimonial;121231,47
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Transferências Correntes;29916095,70
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Cota-Parte do FPM;14365394,34
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Cota-Parte do ICMS;2880696,17
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Cota-Parte do IPVA;114524,41
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Cota-Parte do ITR;6847,77
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Transferências da LC 61/1989;31490,60
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Transferências do FUNDEB;7579506,31
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Outras Transferências Correntes;4937636,10
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Outras Receitas Correntes;80349,02
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;DEDUÇÕES (II);3353570,06
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;Dedução de Receita para Formação do FUNDEB;3353570,06
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18540;RECEITA CORRENTE LÍQUIDA (III) = (I - II);28261970,87
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;RECEITAS CORRENTES (I);49841415,81
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;Receita Tributária;8879523,42
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;IPTU;64689,43
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;ISS;8155731,71
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;ITBI;6767,13
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;IRRF;332,30
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19309;Outras Receitas Tributárias;652002,85
